model_name,fold,best_epoch,validate_accuracy,validate_precision,validate_recall,validate_f1,validate_auroc,validate_average_precision,validate_TN,validate_FP,validate_FN,validate_TP,test_accuracy,test_precision,test_recall,test_f1,test_auroc,test_average_precision,test_TN,test_FP,test_FN,test_TP
medicalnet-34,4,27,0.5568862557411194,1.0,0.08641975373029709,0.15909090638160706,0.7829457521438599,0.8248435854911804,86,0,74,7,0.5547226667404175,1.0,0.07763975113630295,0.14409221708774567,0.8130254745483398,0.8359004855155945,345,0,297,25
medicalnet-50,1,13,0.6845238208770752,0.8684210777282715,0.40740740299224854,0.5546218752861023,0.7766425013542175,0.7964962124824524,82,5,48,33,0.7076461911201477,0.9044585824012756,0.4409937858581543,0.592901885509491,0.7908992171287537,0.8075844049453735,330,15,180,142
medicalnet-50,2,12,0.5421686768531799,0.75,0.07500000298023224,0.13636364042758942,0.7752907276153564,0.7604308724403381,84,2,74,6,0.5667166709899902,0.9024389982223511,0.11490683257579803,0.20385675132274628,0.7781078219413757,0.7626281976699829,341,4,285,37
medicalnet-50,3,24,0.6385542154312134,0.8125,0.32499998807907104,0.4642857015132904,0.819476842880249,0.8028271198272705,80,6,54,26,0.6311843991279602,0.8333333134651184,0.2950310707092285,0.4357798099517822,0.7545413374900818,0.750941276550293,326,19,227,95
medicalnet-50,4,24,0.5928143858909607,0.7599999904632568,0.23456789553165436,0.35849055647850037,0.7220786809921265,0.7177101373672485,80,6,62,19,0.6056971549987793,0.8105263113975525,0.239130437374115,0.3693045675754547,0.753290057182312,0.7427937984466553,327,18,245,77
resnet3d-18,1,6,0.7083333134651184,0.8809523582458496,0.45679011940956116,0.6016260385513306,0.7520930767059326,0.7866289019584656,82,5,44,37,0.7061469554901123,0.9038461446762085,0.4378882050514221,0.589958131313324,0.8092537522315979,0.8225073218345642,330,15,181,141
resnet3d-18,2,8,0.6024096608161926,1.0,0.17499999701976776,0.2978723347187042,0.7638081312179565,0.7887564301490784,86,0,66,14,0.5922039151191711,0.9629629850387573,0.16149067878723145,0.27659574151039124,0.7968403697013855,0.8143099546432495,343,2,270,52
resnet3d-18,3,6,0.7650602459907532,0.8727272748947144,0.6000000238418579,0.7111111283302307,0.856831431388855,0.8601314425468445,79,7,32,48,0.730134904384613,0.9080459475517273,0.4906832277774811,0.6370967626571655,0.8171212077140808,0.8413329124450684,329,16,164,158
resnet3d-18,4,8,0.71257483959198,0.8666666746139526,0.48148149251937866,0.6190476417541504,0.7507895231246948,0.7899813055992126,80,6,42,39,0.739130437374115,0.8592233061790466,0.5496894121170044,0.6704545617103577,0.806175172328949,0.8273080587387085,316,29,145,177
resnet3d-34,1,3,0.7083333134651184,0.8478260636329651,0.48148149251937866,0.6141732335090637,0.7943806052207947,0.8148875832557678,80,7,42,39,0.7046476602554321,0.8742514848709106,0.4534161388874054,0.5971370339393616,0.8130074739456177,0.8252267837524414,324,21,176,146
resnet3d-34,2,20,0.6746987700462341,0.9642857313156128,0.3375000059604645,0.5,0.8946220874786377,0.8937559127807617,85,1,53,27,0.6656671762466431,0.9380530714988708,0.32919254899024963,0.4873563349246979,0.8210010528564453,0.8326349258422852,338,7,216,106
resnet3d-34,3,10,0.5963855385780334,0.9333333373069763,0.17499999701976776,0.2947368323802948,0.836773157119751,0.8314156532287598,85,1,66,14,0.5997001528739929,0.9661017060279846,0.17701862752437592,0.29921260476112366,0.8133045434951782,0.8221168518066406,343,2,265,57
resnet3d-34,4,31,0.652694582939148,0.8709677457809448,0.3333333432674408,0.4821428656578064,0.7816537618637085,0.7898398637771606,82,4,54,27,0.6836581826210022,0.8936170339584351,0.3913043439388275,0.5442764759063721,0.8005400896072388,0.8073012828826904,330,15,196,126
resnet3d-50,1,20,0.7142857313156128,0.9459459185600281,0.43209877610206604,0.5932203531265259,0.8254576921463013,0.848902702331543,85,2,46,35,0.6971514225006104,0.9545454382896423,0.3913043439388275,0.5550661087036133,0.8388153910636902,0.856289803981781,339,6,196,126
resnet3d-50,2,4,0.7108433842658997,1.0,0.4000000059604645,0.5714285969734192,0.8864824771881104,0.9123430252075195,86,0,48,32,0.7016491889953613,0.9694656729698181,0.3944099247455597,0.560706377029419,0.844963550567627,0.8724371194839478,341,4,195,127
resnet3d-50,3,9,0.6686747074127197,0.931034505367279,0.3375000059604645,0.4954128563404083,0.8539243936538696,0.8339214324951172,84,2,53,27,0.6746626496315002,0.9411764740943909,0.3478260934352875,0.5079365372657776,0.8558105230331421,0.8517577052116394,338,7,210,112
resnet3d-50,4,8,0.7664670944213867,0.9375,0.5555555820465088,0.6976743936538696,0.8502726554870605,0.8649098873138428,83,3,36,45,0.778110921382904,0.8883928656578064,0.6180124282836914,0.7289377450942993,0.8726167678833008,0.8823636770248413,320,25,123,199
vivit_pretrained,1,45,0.6785714030265808,1.0,0.3333333432674408,0.5,0.8464594483375549,0.862111508846283,87,0,54,27,0.6311843991279602,0.9634146094322205,0.24534161388874054,0.3910891115665436,0.7917904257774353,0.8060762882232666,342,3,243,79
vivit_pretrained,2,4,0.5722891688346863,0.9090909361839294,0.125,0.21978022158145905,0.7981105446815491,0.7995039224624634,85,1,70,10,0.6071963906288147,0.9166666865348816,0.20496894419193268,0.3350253701210022,0.7815374135971069,0.7847602367401123,339,6,256,66
vivit_pretrained,3,6,0.7469879388809204,0.8799999952316284,0.550000011920929,0.6769230961799622,0.809447705745697,0.8424863219261169,80,6,36,44,0.695652186870575,0.8399999737739563,0.45652174949645996,0.591549277305603,0.7941579222679138,0.8081255555152893,317,28,175,147
vivit_pretrained,4,17,0.71257483959198,0.8837209343910217,0.4691357910633087,0.6129032373428345,0.788257360458374,0.8097031116485596,81,5,43,38,0.7331334352493286,0.8829787373542786,0.5155279636383057,0.6509804129600525,0.8135295510292053,0.8311101198196411,323,22,156,166
vivit_random,1,38,0.5178571343421936,0.0,0.0,0.0,0.6441038846969604,0.6055059432983398,87,0,81,0,0.517241358757019,0.0,0.0,0.0,0.5899540781974792,0.5498052835464478,345,0,322,0
vivit_random,2,46,0.5180723071098328,0.0,0.0,0.0,0.5530523061752319,0.4844631850719452,86,0,80,0,0.517241358757019,0.0,0.0,0.0,0.5714826583862305,0.5197001099586487,345,0,322,0
vivit_random,3,48,0.5180723071098328,0.0,0.0,0.0,0.5630813837051392,0.5349418520927429,86,0,80,0,0.517241358757019,0.0,0.0,0.0,0.5657844543457031,0.5214658975601196,345,0,322,0
vivit_random,4,50,0.514970064163208,0.0,0.0,0.0,0.6626471281051636,0.6189234256744385,86,0,81,0,0.517241358757019,0.0,0.0,0.0,0.6465568542480469,0.5987623333930969,345,0,322,0
vivit_random_3ch,1,16,0.5178571343421936,0.0,0.0,0.0,0.6002554297447205,0.557274580001831,87,0,81,0,0.517241358757019,0.0,0.0,0.0,0.5366458892822266,0.49642056226730347,345,0,322,0
vivit_random_3ch,2,34,0.5180723071098328,0.0,0.0,0.0,0.559883713722229,0.5160700678825378,86,0,80,0,0.517241358757019,0.0,0.0,0.0,0.582266628742218,0.5325270891189575,345,0,322,0
vivit_random_3ch,3,31,0.5180723071098328,0.0,0.0,0.0,0.5659884214401245,0.5232806205749512,86,0,80,0,0.517241358757019,0.0,0.0,0.0,0.5887658596038818,0.5336769819259644,345,0,322,0
vivit_random_3ch,4,45,0.514970064163208,0.0,0.0,0.0,0.6047947406768799,0.5540800094604492,86,0,81,0,0.517241358757019,0.0,0.0,0.0,0.6096048355102539,0.5584164261817932,345,0,322,0
