model_name,fold,best_epoch,validate_accuracy,validate_precision,validate_recall,validate_f1,validate_auroc,validate_average_precision,validate_TN,validate_FP,validate_FN,validate_TP,test_accuracy,test_precision,test_recall,test_f1,test_auroc,test_average_precision,test_TN,test_FP,test_FN,test_TP
medicalnet-34,3,45,0.8730031847953796,0.34210526943206787,0.46846845746040344,0.3954372704029083,0.8483943939208984,0.35826829075813293,1041,100,59,52,0.8805174827575684,0.36094674468040466,0.5545454621315002,0.4372759759426117,0.8695559501647949,0.3869445025920868,1096,108,49,61
medicalnet-34,4,27,0.927973210811615,0.6666666865348816,0.2800000011920929,0.39436620473861694,0.8647440671920776,0.5284583568572998,1080,14,72,28,0.9178082346916199,0.5416666865348816,0.11818181723356247,0.19402985274791718,0.8567426800727844,0.3723835051059723,1193,11,97,13
medicalnet-50,1,13,0.8482523560523987,0.34574466943740845,0.5416666865348816,0.4220779240131378,0.8288145661354065,0.3704379200935364,930,123,55,65,0.8378995656967163,0.2711111009120941,0.5545454621315002,0.3641791045665741,0.834566593170166,0.3517492711544037,1040,164,49,61
medicalnet-50,2,12,0.9130081534385681,0.5573770403862,0.2982456088066101,0.38857144117355347,0.8363988399505615,0.43921542167663574,1089,27,80,34,0.9018265008926392,0.3442623019218445,0.19090908765792847,0.24561403691768646,0.7987013459205627,0.2584044635295868,1164,40,89,21
medicalnet-50,3,24,0.8666134476661682,0.33529412746429443,0.5135135054588318,0.4056939482688904,0.8464599251747131,0.3672885596752167,1028,113,54,57,0.8500760793685913,0.23952095210552216,0.3636363744735718,0.288808673620224,0.7924116253852844,0.24897830188274384,1077,127,70,40
medicalnet-50,4,24,0.9145728349685669,0.4913793206214905,0.5699999928474426,0.5277777910232544,0.8962339758872986,0.5042805075645447,1035,59,43,57,0.866057813167572,0.2800000011920929,0.38181817531585693,0.32307693362236023,0.8200467824935913,0.2570003867149353,1096,108,68,42
resnet3d-18,1,6,0.8874680399894714,0.4615384638309479,0.6000000238418579,0.52173912525177,0.8486703634262085,0.49701082706451416,969,84,48,72,0.8721461296081543,0.3489583432674408,0.6090909242630005,0.443708598613739,0.8599667549133301,0.393215149641037,1079,125,43,67
resnet3d-18,2,8,0.9170731902122498,0.6000000238418579,0.31578946113586426,0.4137931168079376,0.8890067934989929,0.5435425639152527,1092,24,78,36,0.9170472025871277,0.5070422291755676,0.3272727131843567,0.3977900445461273,0.8640139102935791,0.44246089458465576,1169,35,74,36
resnet3d-18,3,6,0.8642172813415527,0.35748791694641113,0.6666666865348816,0.4654088020324707,0.8470757603645325,0.4252827763557434,1008,133,37,74,0.8386605978012085,0.2909836173057556,0.6454545259475708,0.40112993121147156,0.8666642308235168,0.39284026622772217,1031,173,39,71
resnet3d-18,4,8,0.8517587780952454,0.3361702263355255,0.7900000214576721,0.47164177894592285,0.8894240856170654,0.5019963979721069,938,156,21,79,0.8173515796661377,0.27586206793785095,0.7272727489471436,0.4000000059604645,0.8700392842292786,0.4272860884666443,994,210,30,80
resnet3d-34,1,3,0.8695651888847351,0.4057142734527588,0.5916666388511658,0.4813559353351593,0.8536167144775391,0.3847748935222626,949,104,49,71,0.8782343864440918,0.3595505654811859,0.581818163394928,0.4444444477558136,0.8436499834060669,0.35103535652160645,1090,114,46,64
resnet3d-34,2,20,0.9081301093101501,0.5046728849411011,0.4736842215061188,0.48868778347969055,0.8922843933105469,0.5288102030754089,1063,53,60,54,0.8964992165565491,0.4084506928920746,0.5272727012634277,0.460317462682724,0.8628435730934143,0.40798449516296387,1120,84,52,58
resnet3d-34,3,10,0.9185303449630737,0.5882353186607361,0.2702702581882477,0.37037035822868347,0.863277792930603,0.42630520462989807,1120,21,81,30,0.9147641062736511,0.48148149251937866,0.23636363446712494,0.31707316637039185,0.8571126461029053,0.40534013509750366,1176,28,84,26
resnet3d-34,4,31,0.9028475880622864,0.44117647409439087,0.6000000238418579,0.508474588394165,0.8958591222763062,0.4942203164100647,1018,76,40,60,0.8774733543395996,0.35260117053985596,0.5545454621315002,0.4310953915119171,0.8456357717514038,0.3825593590736389,1092,112,49,61
resnet3d-50,1,20,0.8806478977203369,0.420634925365448,0.4416666626930237,0.43089431524276733,0.8548986315727234,0.3823118507862091,980,73,67,53,0.8926940560340881,0.4012738764286041,0.5727272629737854,0.47191011905670166,0.8563727140426636,0.49981117248535156,1110,94,47,63
resnet3d-50,2,4,0.8991869688034058,0.4609375,0.5175438523292542,0.4876033067703247,0.903571605682373,0.49297505617141724,1047,69,55,59,0.8850837349891663,0.36054420471191406,0.48181816935539246,0.4124513566493988,0.857852578163147,0.3797173500061035,1110,94,57,53
resnet3d-50,3,9,0.9033546447753906,0.4590163826942444,0.5045045018196106,0.4806866943836212,0.8583824634552002,0.4877980351448059,1075,66,55,56,0.8843227028846741,0.375,0.5727272629737854,0.4532374143600464,0.8607897162437439,0.4659426212310791,1099,105,47,63
